Date,Close,High,Low,Open,Volume
2020-03-23,54.37857437,55.37952718,51.52840835,55.27773594,336752800
2020-03-24,59.83413696,60.03044895,56.78523248,57.28449599,287531200
2020-03-25,59.50453568,62.58979338,59.20885465,60.77208399,303602000
2020-03-26,62.6358223,62.69398661,59.70809888,59.74687755,252087200
2020-03-27,60.04256439,62.01295841,59.87533457,61.25679266,204216800
2020-03-30,61.75606155,61.92813965,60.44488647,60.76965332,167976400
2020-03-31,61.63003159,63.6173928,61.07502603,61.94752788,197002000
2020-04-01,58.38724136,60.28008187,57.9558387,59.74203967,176218400
2020-04-02,59.3615303,59.41485007,57.41537005,58.24909322,165934000
2020-04-03,58.50841904,59.54814697,57.91705711,58.84530096,129880000
2020-04-06,63.61253738,63.76764469,60.44003052,60.80841684,201820400
2020-04-07,62.87577057,65.84954752,62.77155702,65.6314165,202887200
2020-04-08,64.48503113,64.80009766,63.31200408,63.67796438,168895200
2020-04-09,64.95037079,65.45448619,64.15300783,65.12245255,161834800
2020-04-13,66.22518158,66.33424705,64.42685866,65.02791695,131022800
2020-04-14,69.56978607,69.8606225,67.38853507,67.86114241,194994800
2020-04-15,68.93479156,69.39527635,68.013822,68.44279864,131154400
2020-04-16,69.48252869,69.84849644,68.43068203,69.6497585,157125200
2020-04-17,68.53973389,69.54553863,67.10010799,68.99780003,215250000
2020-04-20,67.11709595,68.26831183,67.0977103,67.36430914,130015200
2020-04-21,65.04248047,67.19464932,64.32993788,66.95955864,180991600
2020-04-22,66.91593933,67.3521866,65.97073198,66.31245482,116862400
2020-04-23,66.65659332,68.28526071,66.61781465,66.86017582,124814400
2020-04-24,68.58095551,68.59065203,67.13405871,67.18253391,126161200
2020-04-27,68.62941742,68.96145105,67.84901414,68.2973764,117087600
2020-04-28,67.51698303,69.27410182,67.42489198,69.09233091,112004800
2020-04-29,69.73458862,70.20476993,68.80392253,69.00750505,137280800
2020-04-30,71.20572662,71.38265298,69.88486235,70.27506039,183064000
2020-05-01,70.05935669,72.46600173,69.2789533,69.3758963,240616800
2020-05-04,71.05060577,71.17905691,69.39285616,70.08358701,133568000
2020-05-05,72.11700439,72.95072759,71.36568313,71.51110134,147751200
2020-05-06,72.86104584,73.49360499,72.43448778,72.81984118,142333600
2020-05-07,73.61479187,73.96137402,73.18581519,73.4887667,115215200
2020-05-08,75.36694336,75.42040745,73.94772346,74.27579824,133838400
2020-05-11,76.55286407,77.04861391,74.66461535,74.87361404,145946400
2020-05-12,75.67801666,77.69019957,75.55650802,77.23818354,162301200
2020-05-13,74.76426697,76.7813149,73.68526962,75.85784476,200622400
2020-05-14,75.22356415,75.28431846,73.27699354,74.00118764,158929200
2020-05-15,74.77883911,74.82501298,72.95620966,72.99023563,166348400
2020-05-18,76.54071808,76.91496675,75.41312179,76.1057225,135178400
2020-05-19,76.09844208,77.40586894,76.06684864,76.55774093,101729600
2020-05-20,77.57842255,77.64889223,76.91984026,76.95872392,111504800
2020-05-21,77.00003052,77.98182245,76.7618709,77.43989122,102688800
2020-05-22,77.49577332,77.57839829,76.63549019,76.73755328,81803200
2020-05-26,76.97086334,78.79591801,76.9149667,78.61608761,125522000
2020-05-27,77.30621338,77.45202521,76.08626946,76.82747652,112945200
2020-05-28,77.34024048,78.60150061,76.70353646,76.98057228,133560800
2020-05-29,77.26490784,78.04499116,76.90767217,77.58325985,153532400
2020-06-01,78.21511841,78.33662706,77.08751459,77.21874601,80791200
2020-06-02,78.57720184,78.60150505,77.50549481,77.94778801,87642800
2020-06-03,79.00978851,79.27225137,78.3244779,78.89800262,104491200
2020-06-04,78.32933044,79.13128449,77.95508176,78.83237799,87560400
2020-06-05,80.56023407,80.62098839,78.55048369,78.57964458,137250400
2020-06-08,81.03652191,81.07054788,79.5444,80.25643869,95654400
2020-06-09,83.59549713,83.98918387,80.68415537,80.7157488,147712400
2020-06-10,85.74621582,86.21523739,84.10584919,84.54570987,166651600
2020-06-11,81.6295166,85.31366008,81.52745348,84.88837976,201662400
2020-06-12,82.33425903,84.52141475,81.22124305,83.77292473,200146000
2020-06-15,83.35249329,84.00621035,80.82268255,80.98550739,138808800
2020-06-16,85.56149292,85.83367841,83.77288988,85.41082344,165428800
2020-06-17,85.44243622,86.36833137,85.32092759,86.30757706,114406400
2020-06-18,85.47645569,85.89444563,84.86648005,85.39868839,96820400
2020-06-19,84.98801422,86.65025174,83.87742333,86.18366265,264476000
2020-06-22,87.21160126,87.35498055,85.33550775,85.38168162,135445200
2020-06-23,89.07312775,90.49478039,88.03787171,88.45829429,212155600
2020-06-24,87.50080872,89.62235242,87.12656,88.70131477,192623200
2020-06-25,88.66244507,88.70132873,86.89571168,87.65635714,137522400
2020-06-26,85.9382019,88.7790745,85.78995751,88.55792789,205256800
2020-06-29,87.91879272,88.01357303,85.36711124,85.84585559,130646000
2020-06-30,88.6526947,88.93946071,87.4862148,87.50565292,140223200
2020-07-01,88.48500824,89.27481431,88.43640924,88.73045804,110737200
2020-07-02,88.48500824,90.03060182,88.37079725,89.39389781,114041600
2020-07-06,90.85201263,91.32103421,89.88480118,89.91639461,118655600
2020-07-07,90.57009888,92.01118938,90.45831302,91.23110609,112424400
2020-07-08,92.67949677,92.7110902,91.46197785,91.54946792,117092000
2020-07-09,93.07804871,93.6272627,92.0282123,93.57379861,125642800
2020-07-10,93.24085999,93.29918917,92.05979967,92.67220049,90257200
2020-07-13,92.81073761,97.16317833,92.5968812,94.54830982,191649200
2020-07-14,94.34659576,94.53857406,91.25541585,92.19102639,170989200
2020-07-15,94.99546051,96.47543497,93.79495446,96.22512745,153198000
2020-07-16,93.82655334,94.68440416,93.22630029,93.865437,110577600
2020-07-17,93.63697052,94.43406676,93.16308394,94.27853958,92186800
2020-07-20,95.61026764,95.74878924,93.37937123,93.72445897,90318000
2020-07-21,94.29071808,96.47787391,94.04041054,96.40253914,103433200
2020-07-22,94.55558777,95.2384657,93.90430327,93.99178593,89001600
2020-07-23,90.25175476,94.36603535,89.44007797,94.28826805,197004400
2020-07-24,90.02817535,90.37326314,86.65509448,88.44613798,185438800
2020-07-27,92.16186523,92.25421298,90.86901902,91.09259075,121214000
2020-07-28,90.64788818,91.9091486,90.64302309,91.7317433,103625600
2020-07-29,92.38544464,92.57014014,91.09502355,91.13147466,90329200
2020-07-30,93.50333405,93.6078297,91.14849593,91.5567632,158130000
2020-07-31,103.2920685,103.442738,98.00886768,100.0113351,374336800
2020-08-03,105.8947754,108.5193589,104.878965,105.1778715,308151200
2020-08-04,106.6019516,107.6955293,105.3601296,106.0843237,173071600
2020-08-05,106.9883652,107.3091498,105.8559037,106.3225002,121776800
2020-08-06,110.7210846,111.2168419,106.7307455,107.3212757,202428800
2020-08-07,108.2037811,110.6991996,107.4052475,110.2415021,198045600
2020-08-10,109.7764969,110.7965758,107.1203971,109.6523322,212403600
2020-08-11,106.5117493,109.5378984,106.2512502,109.0388178,187902400
2020-08-12,110.0515976,110.3096598,107.4101046,107.604866,165598000
2020-08-13,111.9992447,113.0047169,110.9450785,111.4344263,210082000
2020-08-14,111.8994217,111.989499,110.0856757,111.8239511,165565200
2020-08-17,111.6072845,113.0485441,110.9791727,113.0241971,119561600
2020-08-18,112.537262,112.9633089,111.022969,111.3589387,105633600
2020-08-19,112.6784821,114.0953946,112.5835383,112.9462845,145538000
2020-08-20,115.1787643,115.2931887,112.7028194,112.719863,126907200
2020-08-21,121.1142197,121.5986936,116.1282494,116.1404192,338054800
2020-08-24,122.562767,125.4136355,120.6930311,125.3284172,345937600
2020-08-25,121.5572815,121.9029914,119.8311836,121.4331243,211495600
2020-08-26,123.2103577,123.6680551,121.808052,122.8768249,163022400
2020-08-27,121.7374496,124.1476568,120.5907693,123.8141241,155552400
2020-08-28,121.5402451,123.1324381,121.3162628,122.7136945,187630000
2020-08-31,125.6619644,127.5706618,122.7015525,124.2401928,225702700
2020-09-01,130.6674042,131.2711838,127.1129605,129.284579,151948100
2020-09-02,127.9601669,134.3679156,123.6753573,133.9881257,200119000
2020-09-03,117.7155762,125.4671968,117.3455266,123.5877278,257599600
2020-09-04,117.7934723,120.4617417,107.987088,116.9267716,332607200
2020-09-08,109.8665924,115.8750721,109.7302579,110.9670085,231366600
2020-09-09,114.2487717,116.021127,112.2427012,114.1903447,176940500
2020-09-10,110.5190277,117.3455202,109.5549463,117.2091858,182274400
2020-09-11,109.0680466,112.2134944,107.1204029,111.5707684,180860300
2020-09-14,112.3400803,112.8951584,109.8470989,111.7168349,140150100
2020-09-15,112.5153656,115.71924,110.6358893,115.2323292,184642000
2020-09-16,109.1946335,112.9633264,109.1069931,112.2134869,154679000
2020-09-17,107.4514923,109.2628014,105.8641655,106.8477276,178011000
2020-09-18,104.0431213,107.9773624,103.312755,107.5099321,287104900
2020-09-21,107.1982803,107.3054013,100.4010025,101.8033079,195713800
2020-09-22,108.8830032,109.905519,106.3023816,109.7302308,183055400
2020-09-23,104.315773,109.1751407,103.9749295,108.6979702,150718700
2020-09-24,105.3869858,107.3638426,102.2512787,102.4168266,167743300
2020-09-25,109.3406982,109.4965133,104.8513797,105.5914862,149981400
2020-09-28,111.9505615,112.301138,109.8276295,111.9992556,137672400
2020-09-29,111.103302,112.2913655,110.596918,111.5512665,99382200
2020-09-30,112.7782974,114.1903435,110.6456328,110.8111807,142675200
2020-10-01,113.7326431,114.6382977,112.7977751,114.5603901,116120400
2020-10-02,110.0613098,112.3497964,109.282257,109.9347157,144712000
2020-10-05,113.4502563,113.5963311,110.5774846,110.9280611,106243800
2020-10-06,110.1976929,113.0802049,109.3115114,112.671194,161498200
2020-10-07,112.0674057,112.5251031,111.1422706,111.6194486,96849000
2020-10-08,111.960289,113.3528544,111.590232,113.2067797,83477200
2020-10-09,113.9079285,113.9371419,111.911591,112.2621674,100506900
2020-10-12,121.143425,121.9030048,116.157455,116.9170348,240226800
2020-10-13,117.9298096,122.1075057,116.517771,121.9906444,262330500
2020-10-14,118.0174713,119.8092999,116.4885713,117.8324428,150712000
2020-10-15,117.5500183,118.0271889,115.0570371,115.6121152,112559200
2020-10-16,115.9042587,118.3680339,115.6997571,118.1050979,115393800
2020-10-19,112.94384,117.2676032,112.6322174,116.8196461,120639300
2020-10-20,114.4338074,115.8653267,112.6030175,113.1580957,124423700
2020-10-21,113.8105469,115.6023753,113.4015361,113.6157781,89946000
2020-10-22,112.7198715,114.9499243,111.5902347,114.3753656,101988000
2020-10-23,112.02845,113.4989229,111.2883434,113.3431078,82572600
2020-10-26,112.038208,113.4989408,109.9250089,111.0254324,111850700
2020-10-27,113.5476151,114.2098141,111.5415446,112.4666723,92276800
2020-10-28,108.2889709,112.40824,108.1915903,112.0381905,143937800
2020-10-29,112.3011169,113.8689705,109.2627906,109.4283459,146129200
2020-10-30,106.0102386,109.0582981,104.9000824,108.1526436,190272600
2020-11-02,105.9225922,107.7825953,104.5105535,106.2536954,122866900
2020-11-03,107.5488663,108.5713746,105.8836321,106.7892866,107624400
2020-11-04,111.9408035,112.5640488,109.4088685,111.1520103,138235500
2020-11-05,115.9140015,116.4885602,113.8105504,114.8622722,126387100
2020-11-06,115.7823105,116.279811,113.2850208,115.4213721,114457900
2020-11-09,113.4703751,119.0014688,113.2069928,117.5479731,154515300
2020-11-10,113.1289368,114.7092448,111.3340097,112.7192278,138023400
2020-11-11,116.5627213,116.6992909,113.5874449,114.3190713,112295000
2020-11-12,116.289566,117.5772281,115.6652455,116.6895253,103162300
2020-11-13,116.3383484,116.7383003,114.9824015,116.513939,81581900
2020-11-16,117.3528595,118.0259506,115.2555293,116.0066624,91183000
2020-11-17,116.4651566,117.7137976,116.0456905,116.6212404,74271000
2020-11-18,115.1384888,116.8846381,115.1092249,115.7042817,76322100
2020-11-19,115.7335434,116.1432524,113.9483732,114.7092634,74113000
2020-11-20,114.4653778,115.8603457,114.4166072,115.7335331,73604300
2020-11-23,111.0608826,114.7385287,110.9633339,114.3093055,127959300
2020-11-24,112.3485336,113.0118751,109.8317374,111.1194068,113874200
2020-11-25,113.1874847,113.8898473,112.3485525,112.719248,76499200
2020-11-27,113.7337494,114.6117025,113.3728185,113.7142426,46691300
2020-11-30,116.1334839,118.0064454,113.9483547,114.1044385,169410200
2020-12-01,119.7135773,120.4452036,117.0699684,118.0454702,127728200
2020-12-02,120.0647736,120.34767,117.9284221,119.0307365,89004200
2020-12-03,119.9281998,120.7476177,119.2160801,120.4939852,78967600
2020-12-04,119.2550964,119.8501531,118.5429768,119.5965206,78260400
2020-12-07,120.7183304,121.5182414,119.2550779,119.3136056,86712000
2020-12-08,121.3329086,121.9182157,120.0745104,121.323159,82225500
2020-12-09,118.7965927,122.8644329,118.0357026,121.4792223,115089200
2020-12-10,120.2208328,120.8354037,117.206536,117.5479601,81312200
2020-12-11,119.4111862,119.7526104,117.5967522,119.430693,86939800
2020-12-14,118.7965927,120.32813,118.5624744,119.5965038,79184500
2020-12-15,124.7471771,124.7666913,121.0890451,121.2938996,157243700
2020-12-16,124.6788788,125.2251574,123.4595016,124.288684,98208600
2020-12-17,125.5470657,126.405512,124.903231,125.7421631,94359800
2020-12-18,123.5570679,125.9372948,123.030296,125.8007251,192541500
2020-12-21,125.0885925,125.1666345,120.4256951,121.9572326,121251600
2020-12-22,128.6492004,131.1172192,126.4738204,128.3858107,168904800
2020-12-23,127.7517166,129.1856905,127.5761186,128.9223157,88223700
2020-12-24,128.7369537,130.1904566,127.8882721,128.1028836,54930100
2020-12-28,133.3413239,133.975394,130.2392208,130.7074724,124486200
2020-12-29,131.565918,135.3898831,131.0489032,134.6680213,121047300
2020-12-30,130.4441223,132.6585159,130.1319545,132.2585565,96452100
2020-12-31,129.4393616,131.4391436,128.4931235,130.7953087,99116600
2021-01-04,126.2396851,130.3367894,123.6546039,130.2489978,143301900
2021-01-05,127.800499,128.5126261,125.2837023,125.7324397,97664900
2021-01-06,123.4985123,127.8394992,123.2839007,124.5910768,155088000
2021-01-07,127.7127151,128.4053281,124.7276815,125.2154325,109578200
2021-01-08,128.8150177,129.3808105,127.0395973,129.1856983,105158200
2021-01-11,125.8202209,126.9810705,125.3519842,126.0250829,100384500
2021-01-12,125.6446457,126.5128418,123.7521697,125.3519921,91951100
2021-01-13,127.6834335,128.2297122,125.3422351,125.6056099,88636800
2021-01-14,125.7519379,127.790733,125.6056037,127.5956356,90221800
2021-01-15,124.0252914,127.0298386,123.8887218,125.6251137,111598500
2021-01-19,124.6983948,125.5568411,123.8301988,124.6496167,90757300
2021-01-20,128.7954712,129.2442085,125.4007299,125.5080357,104319500
2021-01-21,133.5169373,136.2483455,130.3172923,130.5221542,120150900
2021-01-22,135.6630554,136.4239457,131.7122698,132.9413968,114459400
2021-01-25,139.4187164,141.5355536,133.1950101,139.5650506,157611700
2021-01-26,139.6528473,140.7649188,137.9066907,140.0820705,98390600
2021-01-27,138.5798035,140.7649332,136.9702312,139.9162364,140843800
2021-01-28,133.7315063,138.511473,133.3510613,136.1019829,142621100
2021-01-29,128.7272339,133.3901317,127.0201056,132.5024214,177523800
2021-02-01,130.8538055,132.0634331,127.7224383,130.4733605,106239800
2021-02-02,131.6829987,132.9706533,131.3123032,132.4048605,83305400
2021-02-03,130.6587372,132.4439076,130.3368197,132.434143,89880900
2021-02-04,134.0242157,134.0339654,131.2928072,132.9609221,84183100
2021-02-05,133.6089783,134.2537751,132.7297207,134.1853957,75693800
2021-02-08,133.7555237,133.8043746,131.811369,132.8957946,71297200
2021-02-09,132.8762665,134.703191,132.7199643,133.4722124,76774200
2021-02-10,132.2705383,133.8336794,131.3033431,133.3354205,73046600
2021-02-11,132.0165405,133.2475041,130.687875,132.7687886,64280000
2021-02-12,132.2510071,132.4073242,130.6097222,131.2545191,60145100
2021-02-16,130.1212921,132.8763113,129.7304992,132.3683029,80576300
2021-02-17,127.8253632,129.1735719,126.4869336,128.2259201,97918500
2021-02-18,126.7214127,127.0047243,124.474403,126.2231538,96856700
2021-02-19,126.8777237,127.698381,125.8323848,127.2392088,87668800
2021-02-22,123.0969086,126.7311994,122.7061232,125.060592,103916400
2021-02-23,122.9601212,123.7905352,115.6622326,120.9085077,158273000
2021-02-24,122.4618759,122.6670365,119.4137669,122.0613264,111039900
2021-02-25,118.2023392,123.5463093,117.7627103,121.8073225,148199500
2021-02-26,118.4661102,121.9733912,118.4074876,119.7654607,164560400
2021-03-01,124.8456573,124.9824311,119.9608598,120.89874,116307900
2021-03-02,122.237175,125.7542277,122.1297088,125.4513726,102260900
2021-03-03,119.2476654,122.8135688,119.0327331,121.9343038,112966300
2021-03-04,117.3621521,120.752203,115.8869485,118.9448293,178155000
2021-03-05,118.6224213,119.1304444,114.8611287,118.1925642,153766600
2021-03-08,113.6789932,118.2120841,113.5324478,118.1436973,154376600
2021-03-09,118.3000336,119.2476856,116.053031,116.2874992,129525800
2021-03-10,117.2155991,119.3551352,116.6978043,118.8861988,111943300
2021-03-11,119.1499786,120.371178,118.46611,119.7166169,103026500
2021-03-12,118.2414169,118.3781907,116.4145073,117.6259351,88105100
2021-03-15,121.1332245,121.1429962,117.6454788,118.6126743,92403800
2021-03-16,122.6768112,124.288796,121.8463971,122.8038133,115227900
2021-03-17,121.8854752,122.9601292,119.5212274,121.1918348,111932600
2021-03-18,117.7529144,120.3418583,117.5477539,120.0487675,121229700
2021-03-19,117.2253723,118.6321964,116.9225172,117.1374495,185549500
2021-03-22,120.5470352,121.0159791,117.4891546,117.5575415,111912300
2021-03-23,119.716629,121.3774573,119.3258437,120.488428,95467100
2021-03-24,117.3230591,120.0683203,117.3035232,119.9901617,88530500
2021-03-25,117.8115311,118.8568848,116.2581692,116.7857282,98844700
2021-03-26,118.4172592,118.6810425,116.1800211,117.5770735,94071200
2021-03-29,118.5931244,119.7557087,117.9483349,118.847136,80819200
2021-03-30,117.1374588,117.6259386,116.1214199,117.3426194,85671900
2021-03-31,119.3356094,120.6740392,118.3586499,118.8471297,118323800
2021-04-01,120.1660156,121.3188281,119.6677642,120.8108125,75089100
2021-04-05,122.9992065,123.2532181,120.2344093,121.0159799,88651200
2021-04-06,123.3020554,124.2008563,122.7549604,123.5853745,80171300
2021-04-07,124.9531097,124.9726456,122.2566997,122.9308041,83466700
2021-04-08,127.3564606,127.3857682,125.5588584,125.9789439,88844600
2021-04-09,129.9355927,129.9746645,126.4869274,126.8093257,106686700
2021-04-12,128.2161713,129.7890767,127.6202254,129.4666782,91420000
2021-04-13,131.3326874,131.5573988,128.8902881,129.3885471,91266500
2021-04-14,128.9879913,131.8895629,128.626521,131.8309477,87222800
2021-04-15,131.401062,131.8895418,130.5608762,130.7367367,89347100
2021-04-16,131.0688934,131.5671374,130.2091643,131.2056672,84922400
2021-04-19,131.7332153,132.3487046,130.2677761,130.4338574,94264200
2021-04-20,130.043045,132.4072846,128.7729951,131.9090408,94812300
2021-04-21,130.424118,130.668358,128.2748097,129.3103846,68847100
2021-04-22,128.9000092,131.0590808,128.3822219,129.9746554,84566500
2021-04-23,131.2251892,132.0067448,129.1149534,129.1149534,78657500
2021-04-26,131.6160126,131.9481753,130.4827357,131.7234787,66905100
2021-04-27,131.2935791,132.2900819,131.0200316,131.8992892,66015800
2021-04-28,130.5022736,131.9090979,130.0137937,131.2154499,107760100
2021-04-29,130.4045258,133.911821,129.3982589,133.3256395,151101000
2021-04-30,128.4311218,130.4827281,128.0501082,128.7437412,109839500
2021-05-03,129.4862061,130.9809678,128.7925732,128.9977263,75135100
2021-05-04,124.9042664,128.4604057,123.7807615,128.1673149,137564700
2021-05-05,125.1485138,127.4443596,125.0215043,126.2231603,84000900
2021-05-06,126.7507248,126.760489,124.2008526,124.9433438,78128300
2021-05-07,127.4259949,128.4535329,126.7115922,128.0523105,78973300
2021-05-10,124.1378174,126.7702974,124.0986717,126.6430871,88071200
2021-05-11,123.2179031,123.5701991,120.1450331,120.8594281,126142800
2021-05-12,120.1450577,121.975078,119.6361791,120.7615925,112172300
2021-05-13,122.2979965,123.452767,121.603178,121.9163358,105861300
2021-05-14,124.7249832,125.1555779,123.1591944,123.5506435,81918000
2021-05-17,123.5702133,124.2161054,122.493734,124.1084567,74244600
2021-05-18,122.1805801,124.2748242,122.1120771,123.8540177,63342900
2021-05-19,122.0240097,122.2490879,120.2331351,120.5267238,92612000
2021-05-20,124.5879669,124.9892042,122.4252201,122.5524453,76857100
2021-05-21,122.7481842,125.2632348,122.5328868,125.0870831,79295400
2021-05-24,124.3824539,125.2044976,123.2472599,123.315763,63092900
2021-05-25,124.1867447,125.5763893,123.6191439,125.0870723,72009500
2021-05-26,124.1378174,124.6662725,123.7170109,124.2454661,56575900
2021-05-27,122.6013947,124.9109362,122.4056738,123.7365963,94625600
2021-05-28,121.9457169,123.1102759,121.8870021,122.8851902,71311100
2021-06-01,121.622757,122.6698789,121.2900301,122.4056551,67637100
2021-06-02,122.3860779,122.5622296,121.3976782,121.6227563,59278900
2021-06-03,120.8985901,122.1805786,120.4973527,122.0142151,76229200
2021-06-04,123.1983261,123.4625574,121.2019428,121.4172401,75169300
2021-06-07,123.2081299,123.6191481,122.1610079,123.4723537,71057600
2021-06-08,124.030159,125.7133922,123.5114922,123.8931529,74403800
2021-06-09,124.4118271,125.0185735,123.8148689,124.4901184,56877900
2021-06-10,123.4136429,125.4491722,123.2472794,124.3041823,71186400
2021-06-11,124.6271286,124.7152082,123.4038548,123.8246613,53522400
2021-06-14,127.6901855,127.7489003,124.3530991,125.0870632,96906500
2021-06-15,126.8681717,127.8076525,126.6235169,127.1617604,62746300
2021-06-16,127.3672714,128.0914549,125.7134177,127.5825688,91815000
2021-06-17,128.9721832,129.7159432,126.8779393,127.0247411,96721700
2021-06-18,127.6706467,128.6981847,127.4553493,127.9153014,108953300
2021-06-21,129.471283,129.5789316,126.4473542,127.5140452,79663300
2021-06-22,131.1153717,131.2132396,128.8058302,129.3049355,74783600
2021-06-23,130.8413696,131.4481236,130.3814175,130.9098801,60214200
2021-06-24,130.5575409,131.7612379,130.0877931,131.5752979,68711000
2021-06-25,130.2639465,131.027268,129.9703579,130.6064691,70783700
2021-06-28,131.8982544,132.3582065,130.4988365,130.5575513,62111300
2021-06-29,133.4151154,133.571698,131.4774541,131.9178296,64556100
2021-06-30,134.0316772,134.4720529,132.9649711,133.2585598,63261400
2021-07-01,134.3350372,134.393752,132.857313,133.6793643,52485800
2021-07-02,136.9674988,137.006637,134.8047446,134.9515314,78852600
2021-07-06,138.9834595,140.0892887,137.0751556,137.0751556,108181800
2021-07-07,141.4789581,141.7921084,139.6097922,140.4709668,104911600
2021-07-08,140.1773834,140.9798432,137.6623256,138.5528724,105575500
2021-07-09,142.0074005,142.5358482,139.5999913,139.6978591,99890800
2021-07-12,141.4104309,143.1915245,140.9211215,143.0838758,76299700
2021-07-13,142.5260925,144.3071866,140.5590734,140.9505151,100827100
2021-07-14,145.9609833,146.3720163,144.5224125,144.9334455,127050800
2021-07-15,145.3053589,146.7928641,143.9450789,146.049119,106820300
2021-07-16,143.2600098,146.5579504,142.7609195,145.2857579,93251400
2021-07-19,139.4042511,140.9896238,138.6409296,140.6764586,121434600
2021-07-20,143.0251465,143.9548464,139.9033647,140.3926742,96350000
2021-07-21,142.2911987,143.0056014,141.5376728,142.418424,74993500
2021-07-22,143.6612549,145.0313153,142.6924168,142.819642,77338200
2021-07-23,145.383667,145.5402496,143.7787321,144.395267,71447400
2021-07-26,145.8044586,146.626495,144.5420317,145.0998517,72434100
2021-07-27,143.6319275,146.0197605,142.438011,145.9316734,104818600
2021-07-28,141.8801727,143.8276298,139.4923401,141.7138093,118931200
2021-07-29,142.5260925,143.4166395,141.4887586,141.5964073,56699500
2021-07-30,142.7413483,143.2013003,141.0287653,141.2929965,70440600
2021-08-02,142.4086456,143.8080637,142.1444143,143.230682,62880000
2021-08-03,144.2093048,144.8747586,142.0759075,142.6924423,64786600
2021-08-04,143.808075,144.6301114,143.1524019,144.1212402,56368300
